tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres	synopsis
tt0138464	movie	George and Mildred	George and Mildred	0	1980		93	Comedy	
tt0139134	movie	Cruel Intentions	Cruel Intentions	0	1999		97	Drama,Romance	"L'histoire se déroule à Manhattan au sein de la haute bourgeoisie américaine.
Sebastian Valmont est un fils de bonne famille new yorkais. Kathryn Merteuil est une étudiante populaire et très respectée d'un lycée privé. Quasi-frère et sœur, apparemment bien sous tout rapport, les deux jeunes gens rivalisent en réalité de jeux pervers pour avoir le plus de conquêtes sans lendemain possibles, quitte à salir la vie de leur victime. Si Kathryn fait tout pour conserver une bonne réputation aux yeux de la haute société, Sebastian au contraire ne cache en rien ses exploits.
Un jour, Kathryn reçoit Madame Caldwell et sa fille Cecile pour préparer la rentrée de la lycéenne dans son établissement de renom. Elle a en réalité décidé de se venger d'un de ses ex, nouvellement épris de Cécile. Pour ce faire, elle demande de l'aide à Sebastian pour pervertir la jeune fille. Mais ce dernier a d'autres projets : séduire la douce et pieuse Annette Hargrove, la fille du nouveau directeur du lycée. Kathryn relève alors le défi : en cas d'échec il devra lui céder son cabriolet, mais s'il réussit, elle s'offrira totalement à lui. Le pari est lancé."
tt0139362	movie	High Art	High Art	0	1998		101	Drama,Romance	"Syd (Radha Mitchell), 24 ans, travaille dans un magazine de photographie artistique. Elle vit avec James depuis longtemps. Mais elle découvre que sa voisine n'est autre que Lucy Berliner (Ally Sheedy), une grande photographe vivant avec sa compagne Greta. Toutes deux se droguent. Syd va tenter de faire retravailler Lucy, qui avait abandonné la photographie.
Se déroulant dans les milieux de l'art contemporain, ce film s'inspire de la vie de Nan Goldin."
tt0139462	movie	Message in a Bottle	Message in a Bottle	0	1999		126	Drama,Romance	
tt0139809	movie	The Thirteenth Floor	The Thirteenth Floor	0	1999		100	Mystery,Sci-Fi,Thriller	
tt0141105	movie	Free Enterprise	Free Enterprise	0	1998		113	Comedy,Romance	Deux amis, l'un réalisateur, Robert, et l'autre scénariste et producteur, Mark, sont en pleine crise de la quarantaine tout en étant aux prises avec des soucis professionnels et une certaine inadaptation aux relations adultes. Ils sont, en effet, restés très attachés à leur vie d'adolescent, notamment à une passion dévorante pour la science-fiction. C'est ainsi qu'ils décident de se tourner vers leur plus grand héros, William Shatner, l'interprète du capitaine Kirk dans Star Trek, espérant qu'il pourra transformer leurs vies…
tt0141109	movie	Jack Frost	Jack Frost	0	1998		101	Comedy,Drama,Family	Jack Frost, un chanteur, ne tient jamais les promesses qu'il fait à son fils Charlie. C'est alors qu'il meurt dans un accident de voiture puis ressuscite un an après sous les traits d'un bonhomme de neige.
tt0144117	movie	The Boondock Saints	The Boondock Saints	0	1999		108	Action,Crime,Thriller	À Boston, les jumeaux Connor et Murphy MacManus, Irlando-Américains catholiques, travaillent dans un entrepôt de boucherie. Un soir, alors qu'ils célèbrent la Saint-Patrick dans leur pub habituel, une bagarre éclate avec des mafieux russes. Battus, ces derniers décident de se venger et de retrouver Connor et Murphy. Traqués jusque chez eux, les deux frères sont obligés de tuer les malfaiteurs. Ayant agi pour se défendre, les MacManus sont présentés comme des héros par la presse. L'enquête est confiée à l'excentrique agent fédéral Paul Smecker. Il reconnaît tout de suite les Russes, qui étaient suivis depuis plusieurs semaines par le FBI. Devenus en quelque sorte les « Anges de Boston », Connor et Murphy se lancent dans une croisade contre les criminels, persuadés d'être guidés par la main de Dieu. Mais chaque crime les rapproche un peu plus de l'agent du FBI Paul Smecker.
tt0144168	movie	Dick	Dick	0	1999		94	Comedy	
tt0144214	movie	The General's Daughter	The General's Daughter	0	1999		116	Crime,Drama,Mystery	
tt0145531	movie	Stigmata	Stigmata	0	1999		103	Horror,Mystery	Frankie Paige, une jeune femme sans histoire, qui ne croit pas en Dieu, est soudainement marquées des stigmates du Christ en croix. Le père Andrew Kiernan, homme de science et prêtre jésuite, la soutient malgré les réticences du Saint-Siège, qui connait le secret de Frankie : elle est possédée par un prêtre mort peu avant et qui voulait faire connaitre au monde sa découverte : Jésus ne souhaitait pas d'Église ! Alors que ses stigmates s'aggravent, Frankie va devoir affronter, avec Andrew, la peur et la vérité.
tt0146675	movie	End of Days	End of Days	0	1999		122	Action,Fantasy,Horror	"En 1979, une petite fille, Christine York, naît à New York. Des rites sataniques sont pratiqués sur elle en secret, puis elle est rendue à sa mère par une sage-femme complice, Mabel.
Vingt ans plus tard, trois jours avant l'an 2000, Jericho Cane, un ancien policier reconverti dans la sécurité, ouvre le feu sur un homme qui vient de lui tirer dessus. Cet homme, un prêtre, l'informe de l'imminence de la fin du monde.
Jericho, d'abord très sceptique, prend connaissance des textes de l'Apocalypse, qui sont sur le point de se concrétiser (comme tous les mille ans). Satan est en ville pour faire un enfant à Christine York, prédestinée depuis sa naissance. Le fruit de leur union sera l'instrument de la destruction de l'humanité. Il ne reste donc que trois jours à Cane pour éviter la fin des temps."
tt0146838	movie	Any Given Sunday	Any Given Sunday	0	1999		162	Drama,Sport	
tt0146882	movie	High Fidelity	High Fidelity	0	2000		113	Comedy,Drama,Music	"Rob Gordon (John Cusack), 28 ans, gros fumeur, beau garçon dilettante et velléitaire (genre adolescent attardé), flemmard passionné de musique pop a abandonné ses études et tient une boutique de disques à Chicago : Championship Vinyl. Sa clientèle est composée surtout de geeks, fétichistes en recherche obsessionnelle d'éditions rares de vinyles pop. Rob est aidé par ses deux jumeaux débiles, ses vendeurs Dick (Todd Louiso) et Barry (Jack Black), incollables en musique, unis par la passion de la pop et de la R&B, mais fort différents : Dick est maigre, pâle et timide, alors que Barry est obèse, extraverti, et même arrogant avec les clients ignorants.
Au domicile de Rob, Laura (Iben Hjejle), avocate, sa compagne depuis plusieurs années, est en pleurs. Elle s'approche de Rob alors qu'il est absorbé par l'écoute de musique au casque, elle arrache la prise des écouteurs, et lui annonce qu'elle part, étant donné qu'ils viennent de rompre. Quand il arrive à surmonter son désarroi, elle est dans la rue, montant dans sa décapotable Saab ; il ouvre la fenêtre, pousse la musique à fond, et lui crie adieu. Resté seul, Rob se demande (brisant le quatrième mur, un procédé qui sera utilisé tout au long du film) pourquoi toutes ses aventures amoureuses se concluent par un échec. Selon son habitude d'établir des listes des Top 5 dans tous les domaines, il dresse la liste des cinq jeunes femmes qu'il a connues intimement depuis le lycée et décide de les contacter afin de savoir quelle fut la raison commune de ces échecs. Il se pose aussi la question du rôle de la musique, et de son thème récurrent qu'est l'amour déçu dans cet état de fait : « What came first, the music or the misery? […] Did I listen to pop music because I was miserable? Or was I miserable because I listened to pop music? » (« Qu'est-ce qui est venu avant : la musique ou bien le malheur ? […] Est-ce que j'ai écouté de la musique parce que j'étais malheureux ou bien est-ce que j'étais malheureux parce que j'écoutais de la musique ? »).
La mère de Rob éclate en sanglots quand elle apprend que Laura a quitté son fils (« C'était la meilleure chose qui te soit arrivé depuis longtemps ! »). Et la mère de Laura décide de ne pas apprendre à son mari que le couple s'est défait : ils appréciaient fort Rob, et comme son mari souffre d'une grave angine de poitrine, elle ne veut pas l'alarmer.

Rob cherche à revoir les quatre autres femmes qui ont compté dans son passé pour avoir une explication (et cette démarche qui pourrait être quelque peu sordide est l'occasion pour Frears de dresser de beaux portraits de femmes). La première fille, celle du temps de la Junior High School, est mariée, et vit en Australie (selon sa mère, dans un dialogue au téléphone surréaliste avec Rob). La suivante, celle du temps du College, lui crie avec véhémence qu'elle l'aimait, et que c'est lui, Rob, qui l'avait quittée car elle ne voulait pas coucher, du moins pas si vite, et qu'après avoir été abandonnée elle s'était donnée à un quidam, par dépit, et avait ensuite longtemps souffert de frigidité. La troisième, celle du temps de la High School (Catherine Zeta-Jones), le revoit avec plaisir et lui avoue qu'elle l'avait trompé sans motif particulier, si ce n'est parce qu'elle est volage. La quatrième, une grande dépressive connue alors qu'ils étaient tous deux solitaires, en manque de partenaire après rupture, est à nouveau seule à la suite du départ de son dernier ami, et prend un fort traitement neuroleptique, aussi Rob prend-il précipitamment congé d'elle. Et après chaque entrevue, Rob esquisse un petit pas de danse allègre : il déduit de son enquête que ces ruptures n'étaient pas de son fait, qu'il n'est pas maudit par le sort et que en somme ces séparations, passé le pénible sentiment de rejet, n'étaient pas des événements si malheureux.

Cependant il exulte moins quand le souvenir de Laura le fait souffrir, d'autant qu'elle revient souvent chez lui pour « chercher ses affaires ». Rob apprend alors qu'elle vit avec le voisin du dessus, un nommé Ian Raymond, (Tim Robbins, hilarant et inquiétant en Don Juan New Age) dont ils riaient ensemble, quand ce gros macho à catogan et à bonnes fortunes faisait grincer spasmodiquement son sommier de lit, juste dans la chambre au-dessus de la leur. Rob se mêt alors à harceler le couple : coups de téléphone à répétition, veille devant l'appartement, stations sous la pluie sous les fenêtres de Ian. Ian vient alors le menacer doucereusement au magasin (et les trois réactions possibles de Rob et de ses acolytes sont filmées à la suite, démontrant bien sa disposition psychologique de velléitaire). Rob pleure la nuit seul dans son lit en imaginant Laura couchée avec Ian dans la chambre au-dessus de lui. Il comprend enfin qu'il s'est mal conduit envers Laura : il a accepté qu'elle lui « prête » $4 000 (tout en sachant parfaitement qu'il ne pourrait pas les rembourser), il lui a avoué qu'il avait commis une infidélité « accidentelle » alors qu'elle débutait une grossesse qu’il ignorait, il l'a incitée ensuite à avorter par son attitude infantile. À cela s'ajoute un refus de s'engager qui l'a déterminée à fuir.
Pendant cette période de détresse Rob entreprend un classement « autobiographique » de sa multitude de disques, et se laisse aller à une aventure passagère et intercurrente avec une belle chanteuse, Marie DeSalle (Lisa Bonet), qui lui dit au matin qu'elle n'a fait que céder au désir charnel : elle aime un autre homme, qui l'a quitté. Rob éprouve aussi une attirance pour une jolie critique musicale, et lui prépare une compile qui devrait la faire fondre. Et pour compliquer le tout, Liz (Joan Cusack, sœur de John Cusack), une confidente et amie commune quelque peu envahissante, « cherche à aider le couple à se ressouder ».

Finalement, il apparaît à Rob que Laura est la femme de sa vie. Elle a la même révélation de son côté. D'ailleurs, lors d'un de ses passages chez Rob, elle trouve sur la table la liste des Top 5 désirs existentiels de son ex-concubin, et en est toute attendrie. Le père de Laura meurt sur ces entrefaites et les jeunes gens se revoient lors de l’enterrement. Il s'en va sous la pluie battante, elle le suit en voiture, le fait monter à ses côtés, lui demande de lui faire l'amour dans la voiture, et – en se félicitant de porter une jupe large – se met sur lui. Puis elle reprend les rênes du couple en main : elle organise une fête à l'occasion de la sortie du premier disque de jazz produit par la toute nouvelle maison d'édition de Rob (de sa propre initiative, elle a dessiné et fait coller les affiches.). Lors de cette fête, Barry « fait un tabac » en se révélant excellent chanteur, et le film semble se terminer par un happy ending."
tt0149261	movie	Deep Blue Sea	Deep Blue Sea	0	1999		105	Action,Adventure,Sci-Fi	"À Aquatica, un centre de recherche sous-marin, une équipe de scientifiques effectue des recherches sur trois requins mako afin de trouver un traitement contre la maladie d’Alzheimer. Quand l'un des requins fuit la base pour s'attaquer à un bateau transportant des adolescents, les investisseurs financiers envoient Russell Franklin pour mener son enquête. Dans le laboratoire, les docteurs Susan McCallister et Jim Whitlock voient leurs recherches couronnées de succès en testant une protéine extraite du tissu cérébral de leur plus grand spécimen. Mais peu après, alors que Jim s'approche du bassin, le requin se libère soudainement de ses attaches et lui arrache le bras. Brenda Kerns, l'opératrice de la tour de contrôle, appelle un hélicoptère pour évacuer le blessé, mais au moment d'être hélitreuillé, la tempête qui fait rage au dehors fait tomber Jim dans le bassin des requins. L'un d'entre eux attrape la civière entre ses mâchoires et entraîne l'hélicoptère dans la tour de contrôle, tuant Brenda et les pilotes.
Dans le laboratoire, Susan, Russell, le chasseur de requins Carter Blake, la biologiste marine Janice Higgins et l'ingénieur Tom Scoggins observent, horrifiés, le requin lancer violemment la civière de Jim contre l'épaisse vitre donnant sur le bassin. Celle-ci éclate peu après, noyant Jim et inondant le laboratoire. À court d'options, le groupe décide de se rendre vers le puits central pour fuir la base à bord d'un submersible. Confrontée par les autres sur la situation, Susan avoue aux autres qu'elle et Jim ont modifié génétiquement les requins afin d'augmenter leur masse cérébrale et récolter plus de complexes protéinés ; mais cela a eu pour effet secondaire d'augmenter sensiblement leur intelligence. En arrivant au puits central, les survivants constatent que le sous-marin est sérieusement endommagé à cause des chocs de l'explosion en surface. Russell prononce un monologue inspiré pour souder le groupe désuni par la discorde, mais un requin saute soudainement hors de la piscine pour le happer et le dévorer ensuite dans l'eau avec l'un des petits requins.
Les survivants décident de grimper par l'échelle de service dans la cage d'ascenseur, au risque de dépressuriser le puits central. Durant l'ascension, Janice lâche prise lorsqu'une partie de l'échelle se décroche du mur, puis est dévorée par un requin qui nageait dans l'eau montant dans la cage. Pendant ce temps, dans les cuisines inondées du complexe, le cuisinier Sherman ""Preacher"" Dudley parvient à tuer l'un des petits requins en faisant exploser ses fours. Il se fraie un chemin jusqu'à la cage d'ascenseur où il retrouve Carter, Tom et Susan. Carter et Tom se rendent dans le laboratoire inondé pour activer un panneau de commandes qui leur permettra d'assécher un escalier menant à la surface, pendant que Susan se rend dans ses quartiers pour récupérer ses disques durs et ses notes sur ses recherches. Carter et Tom atteignent le panneau de commandes, mais le plus grand des requins tue Tom et détruit le panneau, Carter parvenant à fuir in extremis. Pendant ce temps, Susan est prise au piège dans sa chambre inondée par l'autre requin, mais parvient à le tuer avec un câble électrique, détruisant du même coup ses notes de recherche.
Carter, Susan et Sherman finissent par se retrouver et se rendent dans une chambre de décompression à 18 mètres sous la surface. Ils préparent des leurres avec des bouées et des extincteurs puis inondent le sas pour finalement rejoindre la surface. Pendant la remontée, les leurres n'occupent pas suffisamment le dernier requin, qui attrape Sherman par la jambe, mais lâche prise quand le cuisinier le frappe dans l’œil avec son pendentif. Une fois tout le monde hors de l'eau et Sherman stabilisé, Carter se rend compte que les requins les ont amenés à inonder le complexe afin qu'ils puissent s'enfuir en forçant les grilles du bassin, moins résistantes en surface. Il prépare donc un harpon bourré d'explosifs qu'un câble électrique relié à une batterie fera exploser. Malheureusement, la longueur de câble est insuffisante pour harponner le dernier requin, occupé à forcer la grille vers le large.
Dans un effort désespéré pour attirer son attention, Susan s'entaille la main et saute dans l'eau. Bien que sa manœuvre de diversion ait réussi, elle ne parvient pas à sortir de l'eau. Carter plonge pour la sauver, mais trop tard pour empêcher le requin de la dévorer. Carter parvient à esquiver le requin sous l'eau et s'accroche à son aileron. Entre-temps, Sherman s'est réveillé et, armé du lance-harpon, tire sur l'aileron du requin mais harponne également la cuisse de Carter. Alors que le requin passe à travers la grille, Sherman connecte le câble à la batterie et fait exploser le requin à l'extérieur du complexe. Carter, qui a pu se libérer du harpon à temps, rejoint le cuisinier sur la terre ferme, alors qu'un bateau de transport arrive non loin."
tt0149568	movie	Aa Ab Laut Chalen	Aa Ab Laut Chalen	0	1999		177	Drama,Musical,Romance	
tt0149691	movie	Anywhere But Here	Anywhere But Here	0	1999		114	Comedy,Drama	
tt0155975	movie	Psycho	Psycho	0	1998		105	Horror,Mystery,Thriller	Le synopsis est exactement le même que celui du film d'Hitchcock, sauf que l'action se déroule le 11 décembre 1998, comme indiqué à l'écran dans le premier plan séquence qui suit le générique.
tt0159365	movie	Cold Mountain	Cold Mountain	0	2003		154	Adventure,Drama,Romance	
tt0162211	movie	Deadly Instincts	Breeders	0	1997		90	Horror,Sci-Fi	
tt0162661	movie	Sleepy Hollow	Sleepy Hollow	0	1999		105	Fantasy,Horror,Mystery	"En 1799, l'inspecteur new-yorkais Ichabod Crane, un homme rationnel aux méthodes scientifiques d'avant-garde, est envoyé enquêter dans le village de Sleepy Hollow, où les corps du riche bourgeois Peter Van Garrett, de son fils et de la veuve Winship ont été retrouvés décapités, la tête ayant disparu. Crane rencontre à son arrivée les notables du village, le propriétaire agricole Baltus Van Tassel, le révérend Steenwick, le juge Philipse, le docteur Lancaster et le notaire Hardenbrook, qui lui apprennent que le responsable de ces crimes serait le cavalier sans tête, un cruel mercenaire hessois mort pendant la guerre d'indépendance des États-Unis il y a 20 ans et qui serait revenu des enfers dans le but de faucher des têtes.
Crane reste sceptique devant cette histoire de revenants et commence à mener son enquête au moment où un quatrième meurtre est commis. Le fils de la victime, le jeune Masbath, un adolescent désormais orphelin, se met alors au service de Crane. Ce dernier commence également à nouer des liens avec Katrina Van Tassel, la fille de Baltus, au grand dam de Brom Van Brunt, soupirant de la jeune femme, qui se fait passer un soir pour le cavalier afin d'effrayer Crane. Le juge Philipse est ensuite à son tour décapité par le cavalier sans tête sous les yeux de Crane, à qui il avait avoué que la veuve Winship était enceinte. L'inspecteur, accompagné du jeune Masbath et rejoint par Katrina, se rend alors à « l'arbre des morts », où se trouve la tombe du cavalier ainsi qu'un point de passage vers les enfers. Ils y découvrent les têtes de ses victimes mais celle du cavalier a disparu. C'est alors que le spectre se réveille et tue le villageois Killian et sa famille, ainsi que Brom Van Brunt qui avait tenté de l'arrêter, tandis que Crane est blessé.
Crane sait maintenant que le cavalier ne tue pas au hasard et découvre au cours de ses recherches que Van Garrett s'était marié en secret avec la veuve Winship et lui avait légué sa fortune. Les notables étaient de toutes évidences complices et l'inspecteur soupçonne alors Baltus Van Tassel, le suivant sur la liste des héritiers, d'être l'invocateur du cavalier. À la suite du suicide du notaire Hardenbrook, la population de Sleepy Hollow tient une réunion d'urgence dans l'église au moment où le cavalier fait sa réapparition. Baltus voit ce dernier fondre sur son épouse Lady Van Tassel et la croyant morte, se réfugie dans l'église où le revenant ne peut pénétrer. Les notables s'y disputent et Steenwick tue Lancaster qui s'apprêtait à faire des révélations, avant d'être lui-même abattu par Baltus. Ce dernier est ensuite trainé hors de l'église puis décapité par le cavalier. Crane, qui sait que Katrina s'intéresse à la sorcellerie, est désormais convaincu que la jeune femme est la maîtresse du cavalier, instigatrice des meurtres.
Le cœur meurtri, l'inspecteur décide de quitter Sleepy Hollow mais se rend alors compte que le supposé cadavre de Lady Van Tassel est en fait celui de sa servante, Sarah. La belle-mère de Katrina réapparait et révèle à Katrina être celle qui a invoqué le cavalier pour se venger de son enfance gâchée par les Van Garrett et les Van Tassel, et pour éliminer tous ceux qui se dressent entre elle et l'héritage. Katrina est la dernière et le cavalier la poursuit avec acharnement. Elle est protégée par Crane et le jeune Masbath, jusqu'à ce que l'inspecteur parvienne à arracher son crâne des mains de Lady Van Tassel et le lui restitue. Le cavalier regagne alors les enfers en emportant avec lui Lady Van Tassel. Crane rentre ensuite à New York en compagnie de Katrina et du jeune Masbath."
tt0163651	movie	American Pie	American Pie	0	1999		95	Comedy	"Humilié d'avoir été surpris par ses parents devant un film pornographique, Jim, en terminale au lycée d'East Great Falls, prête un serment avec ses amis Kevin Myers, Chris « Oz » Ostreicher et Paul Finch : ils perdront leur pucelage avant leur entrée en Fac. L'idée leur vient après une fête de Stifler où ils se rendent compte qu'un des losers du lycée, le « Sherminator », a perdu sa virginité ce soir-là. Le compte à rebours est en marche : il leur reste trois semaines avant la fin de l'année pour y parvenir, et seul Kevin est en couple avec Vicky — mais cette dernière le boude, car il lui semble obsédé par sa virginité. Les méthodes de séduction, même les plus inattendues, ne vont pas laisser les filles indifférentes.

Jim essaie la rencontre par Internet, sans succès. Un jour, son père le surprend en train de pénétrer une american pie (tourte aux pommes) confectionnée par sa mère pour le dessert. Le père et le fils s'évertuent à rendre une forme présentable à la tourte avant le retour de la mère. Oz s'inscrit au cours de chant où il y fait la connaissance de Heather, tandis que Finch joue au minigolf au lycée. Le père de Jim veut aider son fils en lui achetant des magazines pour adultes, mais cela ne fait que mettre Jim mal à l'aise.
Il se rabat sur Nadia, une jolie lycéenne tchèque, qui lui demande de l'aider en Histoire. Jim lui propose de venir chez lui, et ses amis (surtout Stifler) lui suggèrent de la filmer à son insu par webcam. Jim obtempère et permet à Kevin et Stifler de suivre la transmission en direct tandis qu'il se rend chez Kevin. Nadia, sans savoir qu'elle est filmée, se déshabille, trouve les magazines de Jim et « se fait plaisir ». Kevin ordonne alors à Jim de rentrer chez lui, en lui disant que c'est sa chance. Jim revient et commence un striptease devant Nadia. Au même moment, Kevin apprend par l'intermédiaire du « Sherminator » que Jim a en réalité envoyé le lien de sa vidéo à tous les élèves du lycée. Ce dernier, victime de deux éjaculations précoces sous le coup de l'excitation, devient la risée de ses camarades le lendemain.
De son côté, Kevin entend des rumeurs sur Finch et s'interroge sur cette nouvelle réputation, aussi soudaine qu'improbable. C'est en fait Jessica, la meilleure amie de Vicky, qui - en échange de 200 dollars - a accepté de faire circuler les anecdotes les plus folles sur lui. Mais Stifler, victime de cette rumeur, se venge en mettant du laxatif dans le moca de Finch. Celui-ci file aux toilettes, sans se rendre compte qu'il va chez les femmes. Il en ressort soulagé, mais il est humilié car tout le lycée l'attend derrière la porte pour se moquer de lui.
À l'approche du Bal, Jim, déçu de ne pas avoir de cavalière, finit par choisir Michelle, une fille de sa classe, une flûtiste qu'il trouve un peu simplette. La demoiselle accepte l'invitation avec un certain enthousiasme. Vicky, convaincue par Jessica, promet à Kevin qu'après le Bal, ils passeront à l'acte.
Lors du grand soir, Jim est en compagnie de Michelle, Kevin de Vicky, Oz de Heather, Stifler d'une fille que Finch avait draguée avant qu'elle ne le délaisse à la suite de l'incident des toilettes. Ce dernier est d'ailleurs le seul à ne pas être accompagné.
Tandis que la soirée passe, les garçons dressent le bilan de leur expérience : si Kevin semble se réjouir, les autres affichent une mine assez austère, Jim en tête. Il finit même par s'emporter, arguant que toute cette pression l'a d'ores et déjà dégoûté du sexe. Peu après, il est révélé que le Sherminator est toujours puceau, ce qui ravit la bande.
Pendant la soirée chez Stifler, chacun des garçons connait finalement sa première relation sexuelle, y compris Jim avec Michelle, de manière inattendue… et Finch avec la mère de Stifler, sur une table de billard.
Le lendemain, le groupe trinque à la prochaine étape. Jim communique avec Nadia par Internet et lui offre un striptease dansé. Son père le voit… et repart en dansant vers sa chambre en appelant sa femme…"
tt0166179	movie	Erasable You	Erasable You	0	1998		85	Comedy	
